row,col,field1,field2,field3,field4,parents_data1,parents_data2,value,year
55,3,All doctorate recipients,Field of study,Physical sciencee,Mother's education,Parental education attainment (%),All,100,2017
55,4,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,High school or less,28.2,2017
55,5,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,Some collegea,17.5,2017
55,6,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,Bachelor's degree,30.2,2017
55,7,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,Advanced degree,24.1,2017
56,2,All doctorate recipients,Field of study,Physical sciencee,Mother's education,Total (number),NA,NA,2017
56,3,All doctorate recipients,Field of study,Physical sciencee,Mother's education,Parental education attainment (%),All,NA,2017
56,4,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,High school or less,NA,2017
56,5,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,Some collegea,NA,2017
56,6,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,Bachelor's degree,NA,2017
56,7,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,Advanced degree,NA,2017
57,2,All doctorate recipients,Field of study,Physical sciencee,Father's education,Total (number),NA,3322,2017
57,3,All doctorate recipients,Field of study,Physical sciencee,Father's education,Parental education attainment (%),All,100,2017
57,4,All doctorate recipients,Field of study,Physical sciencee,Father's education,NA,High school or less,23,2017
57,5,All doctorate recipients,Field of study,Physical sciencee,Father's education,NA,Some collegea,13.8,2017
57,6,All doctorate recipients,Field of study,Physical sciencee,Father's education,NA,Bachelor's degree,28.3,2017
57,7,All doctorate recipients,Field of study,Physical sciencee,Father's education,NA,Advanced degree,34.9,2017
58,2,All doctorate recipients,Field of study,Physical sciencee,Mother's education,Total (number),NA,3326,2017
58,3,All doctorate recipients,Field of study,Physical sciencee,Mother's education,Parental education attainment (%),All,100,2017
58,4,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,High school or less,30.5,2017
58,5,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,Some collegea,15.2,2017
58,6,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,Bachelor's degree,30.1,2017
58,7,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,Advanced degree,24.2,2017
59,2,All doctorate recipients,Field of study,Social sciencesf,Mother's education,Total (number),NA,NA,2017
59,3,All doctorate recipients,Field of study,Social sciencesf,Mother's education,Parental education attainment (%),All,NA,2017
59,4,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,High school or less,NA,2017
59,5,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Some collegea,NA,2017
59,6,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Bachelor's degree,NA,2017
59,7,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Advanced degree,NA,2017
60,2,All doctorate recipients,Field of study,Social sciencesf,Father's education,Total (number),NA,7640,2017
60,3,All doctorate recipients,Field of study,Social sciencesf,Father's education,Parental education attainment (%),All,100,2017
60,4,All doctorate recipients,Field of study,Social sciencesf,Father's education,NA,High school or less,23,2017
60,5,All doctorate recipients,Field of study,Social sciencesf,Father's education,NA,Some collegea,14.1,2017
60,6,All doctorate recipients,Field of study,Social sciencesf,Father's education,NA,Bachelor's degree,24.5,2017
60,7,All doctorate recipients,Field of study,Social sciencesf,Father's education,NA,Advanced degree,38.4,2017
61,2,All doctorate recipients,Field of study,Social sciencesf,Mother's education,Total (number),NA,7703,2017
61,3,All doctorate recipients,Field of study,Social sciencesf,Mother's education,Parental education attainment (%),All,100,2017
61,4,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,High school or less,25.1,2017
61,5,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Some collegea,18.1,2017
61,6,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Bachelor's degree,26.9,2017
61,7,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Advanced degree,29.9,2017
62,2,All doctorate recipients,Field of study,Engineering,Mother's education,Total (number),NA,NA,2017
62,3,All doctorate recipients,Field of study,Engineering,Mother's education,Parental education attainment (%),All,NA,2017
62,4,All doctorate recipients,Field of study,Engineering,Mother's education,NA,High school or less,NA,2017
62,5,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Some collegea,NA,2017
62,6,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Bachelor's degree,NA,2017
62,7,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Advanced degree,NA,2017
63,2,All doctorate recipients,Field of study,Engineering,Father's education,Total (number),NA,8557,2017
63,3,All doctorate recipients,Field of study,Engineering,Father's education,Parental education attainment (%),All,100,2017
63,4,All doctorate recipients,Field of study,Engineering,Father's education,NA,High school or less,22.7,2017
63,5,All doctorate recipients,Field of study,Engineering,Father's education,NA,Some collegea,12.3,2017
63,6,All doctorate recipients,Field of study,Engineering,Father's education,NA,Bachelor's degree,32.3,2017
63,7,All doctorate recipients,Field of study,Engineering,Father's education,NA,Advanced degree,32.8,2017
64,2,All doctorate recipients,Field of study,Engineering,Mother's education,Total (number),NA,8558,2017
64,3,All doctorate recipients,Field of study,Engineering,Mother's education,Parental education attainment (%),All,100,2017
64,4,All doctorate recipients,Field of study,Engineering,Mother's education,NA,High school or less,30.6,2017
64,5,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Some collegea,15.6,2017
64,6,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Bachelor's degree,31.9,2017
64,7,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Advanced degree,21.9,2017
65,2,All doctorate recipients,Field of study,Education,Mother's education,Total (number),NA,NA,2017
65,3,All doctorate recipients,Field of study,Education,Mother's education,Parental education attainment (%),All,NA,2017
65,4,All doctorate recipients,Field of study,Education,Mother's education,NA,High school or less,NA,2017
65,5,All doctorate recipients,Field of study,Education,Mother's education,NA,Some collegea,NA,2017
65,6,All doctorate recipients,Field of study,Education,Mother's education,NA,Bachelor's degree,NA,2017
65,7,All doctorate recipients,Field of study,Education,Mother's education,NA,Advanced degree,NA,2017
66,2,All doctorate recipients,Field of study,Education,Father's education,Total (number),NA,4102,2017
66,3,All doctorate recipients,Field of study,Education,Father's education,Parental education attainment (%),All,100,2017
66,4,All doctorate recipients,Field of study,Education,Father's education,NA,High school or less,33.7,2017
66,5,All doctorate recipients,Field of study,Education,Father's education,NA,Some collegea,17.3,2017
66,6,All doctorate recipients,Field of study,Education,Father's education,NA,Bachelor's degree,21.4,2017
66,7,All doctorate recipients,Field of study,Education,Father's education,NA,Advanced degree,27.5,2017
67,2,All doctorate recipients,Field of study,Education,Mother's education,Total (number),NA,4126,2017
67,3,All doctorate recipients,Field of study,Education,Mother's education,Parental education attainment (%),All,100,2017
67,4,All doctorate recipients,Field of study,Education,Mother's education,NA,High school or less,35.8,2017
67,5,All doctorate recipients,Field of study,Education,Mother's education,NA,Some collegea,22.1,2017
67,6,All doctorate recipients,Field of study,Education,Mother's education,NA,Bachelor's degree,21.2,2017
67,7,All doctorate recipients,Field of study,Education,Mother's education,NA,Advanced degree,20.9,2017
68,2,All doctorate recipients,Field of study,Humanities,Mother's education,Total (number),NA,NA,2017
68,3,All doctorate recipients,Field of study,Humanities,Mother's education,Parental education attainment (%),All,NA,2017
68,4,All doctorate recipients,Field of study,Humanities,Mother's education,NA,High school or less,NA,2017
68,5,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Some collegea,NA,2017
68,6,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Bachelor's degree,NA,2017
68,7,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Advanced degree,NA,2017
69,2,All doctorate recipients,Field of study,Humanities,Father's education,Total (number),NA,4584,2017
69,3,All doctorate recipients,Field of study,Humanities,Father's education,Parental education attainment (%),All,100,2017
69,4,All doctorate recipients,Field of study,Humanities,Father's education,NA,High school or less,20.5,2017
69,5,All doctorate recipients,Field of study,Humanities,Father's education,NA,Some collegea,12.9,2017
69,6,All doctorate recipients,Field of study,Humanities,Father's education,NA,Bachelor's degree,24.5,2017
69,7,All doctorate recipients,Field of study,Humanities,Father's education,NA,Advanced degree,42,2017
70,2,All doctorate recipients,Field of study,Humanities,Mother's education,Total (number),NA,4617,2017
70,3,All doctorate recipients,Field of study,Humanities,Mother's education,Parental education attainment (%),All,100,2017
70,4,All doctorate recipients,Field of study,Humanities,Mother's education,NA,High school or less,22.6,2017
70,5,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Some collegea,17.3,2017
70,6,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Bachelor's degree,28.5,2017
70,7,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Advanced degree,31.6,2017
71,2,All doctorate recipients,Field of study,Otherg,Mother's education,Total (number),NA,NA,2017
71,3,All doctorate recipients,Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2017
71,4,All doctorate recipients,Field of study,Otherg,Mother's education,NA,High school or less,NA,2017
71,5,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Some collegea,NA,2017
71,6,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2017
71,7,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2017
72,2,All doctorate recipients,Field of study,Otherg,Father's education,Total (number),NA,2536,2017
72,3,All doctorate recipients,Field of study,Otherg,Father's education,Parental education attainment (%),All,100,2017
72,4,All doctorate recipients,Field of study,Otherg,Father's education,NA,High school or less,25.8,2017
72,5,All doctorate recipients,Field of study,Otherg,Father's education,NA,Some collegea,13.9,2017
72,6,All doctorate recipients,Field of study,Otherg,Father's education,NA,Bachelor's degree,26.2,2017
72,7,All doctorate recipients,Field of study,Otherg,Father's education,NA,Advanced degree,34.1,2017
73,2,All doctorate recipients,Field of study,Otherg,Mother's education,Total (number),NA,2551,2017
73,3,All doctorate recipients,Field of study,Otherg,Mother's education,Parental education attainment (%),All,100,2017
73,4,All doctorate recipients,Field of study,Otherg,Mother's education,NA,High school or less,31.7,2017
73,5,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Some collegea,17.2,2017
73,6,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Bachelor's degree,26,2017
73,7,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Advanced degree,25.1,2017
10,2,All doctorate recipients,Sex,Male,NA,Total (number),NA,NA,2017
